"Performed to assist breathing, a tracheotomy is a surgery on what part of the body?",WINDPIPE
An article on slate.com titled “Frying Nemo” determines whether what animals can truly feel pain?,FISH
Author Gabriel Garcia Marquez is best known for his masterpiece “One Hundred Years of” what?,SOLITUDE
The polemonium plant derives its common nickname from a Biblical story about a “ladder” seen by whom?,JACOB
"Headquartered in Cupertino,what tech company offers “Cupidtino,” an online dating site that connects fans of its products?",APPLE
How many queens does a typical honeybee nest have at any one time?,ONE
"During WWI,butter often had to be imported from the Netherlands to France to create what aptly named sauce?",HOLLANDAISE
"The U.S. Marine Corps motto is often shortened to Semper Fi, a phrase in which “Fi” is short for what?",FIDELIS
Anyone who has read “Wuthering Heights” should know that the word “wuthering” means what?,WINDY
The 1986 Tom Cruise movie “The Color of Money” centers around what high-stakes game?,POOL
"The U.S. Constitution begins “We the People of the United States,in order to form a more perfect” what?",UNION
A bushel is a standard unit originally used to measure the weight of what?,GRAIN
What city’s subway system is referred to by locals as “The Tube”?,LONDON
"According to its name,New York City’s MoMA specializes in what kind of art?",MODERN
The prestigious Juno Award is the Canadian equivalent of what American honor?,GRAMMY
"Roughly 35 million men in the U.S. suffer from androgenetic alopecia,also known as “male pattern” what?",BALDNESS
"Because it possesses both male and female reproductive organs, which animal is classified as a hermaphrodite?",EARTHWORM
"What R&B artist was an early mentor to Justin Bieber, getting him his first record deal at 14 years old?",USHER
"What is the proper spelling of a mythological being known for shape-shifting,often under a full moon?",WEREWOLF
"In the mid-twentieth century,what U.S. state grew about 80 percent of the world’s pineapples?",HAWAII
The classic 1969 movie “Easy Rider” features two men riding cross-country by what?,MOTORCYCLE
"Because it lacks a developed sense of smell,the great horned owl is one of the biggest predators of what animal?",SKUNK
Which of the following is the name of a landlocked country in Africa and not an island in Hawaii?,MALAWI
"Angry over their government’s finance policies,in 2011 protestors in what country started hurling yogurt at police?",GREECE
What does the “V” stand for in the name of the QVC cable shopping network?,VALUE
A bill of fare is more commonly known as a what?,MENU
"The sartorius,the longest muscle in the human body,is located where?",THIGH
What company takes its name from the first mate in the classic novel “Moby Dick?”,STARBUCKS
"Developed by engineer James Watt,what unit of measure is equivalent to lifting 33,000 “foot pounds” per minute?",HORSEPOWER
"By definition,Angora wool comes from one of two animals:the Angora goat or the Angora what?",RABBIT
What fitness trend often utilizes a piece of equipment called “The reformer”?,PILATES
"In an annual holiday tradition,the “Late Show with David Letterman” trims the top of its Christmas tree with what food item?",MEATBALL
"According to a famous Albert Einstein quote, “God does not play” what with the universe?",DICE
The Nile Basin constitutes roughly 10% of the total area of what world continent?,AFRICA
From 1883 until the 1950s what country claimed Vietnam as a country?,FRANCE
What creatures are typically featured in a museum’s Hymenoptera collection?,BEES
"If someone is not familiar with another person,he might say “I don’t know him from” whom?",ADAM
"In 2010,what singer released an album featuring a philharmonic orchestra,aptly titled “Symphonicities”?",STING
"Though a silvery-white medal,what chemical element lends its name to a deep shade of blue?",COBALT
"According to a well-known quote by historian Lord Acton,”Absolute power” does what “absolutely”?",CORRUPTS
Fleur de sel is an expensive type of what?,SALT
"In 2010,country star Kenny Chesney’s 40-acre home was all wet when floods washed over what city?",NASHVILLE
What firearm shares its name with a classic Beatles album?,REVOLVER
What Disney film features the Billboard #1 hit and Oscar-winning song “A Whole New World”?,ALADDIN
The phrase “get out of Dodge” is commonly believed to refer to a city in what U.S. state?,KANSAS
"According to legend,country club employee Buddy Mulligan inspired a term often used in what sport?",GOLF
"Famous for his namesake “curl”,how do you spell the nickname of hairdresser and chemist Robert Redding?",JHERI
The murder trials of Belva Gaertner and Beulah Annan inspired what Best Picture winner?,CHICAGO
"During her 2010 SNL monologue,Betty White quipped that what website sounded like “a huge waste of time”?",FACEBOOK
"What city’s stock exchange is home to the FTSE 100 index, informally known as the “footsie”?",LONDON
"The word “alphabet” is derived from “alpha” and “beta,” the first two letters of what alphabet?",GREEK
"Challenging players to win control of an island,a wildly popular board game is known as “The” what “of Catan”?",SETTLERS
The reflective surface of a CD usually consists of an extremely thin layer of what metal?,ALUMINUM
A classic 1976 song by Blue Oyster Cult features the advice “Don’t Fear The” what?,REAPER
"Introduced in 1928, Red Stripe Beer is brewed in what country?",JAMAICA
What animals are some of the only adult vertebrates with the ability to regrow a limb that has been cut off?,SALAMANDERS
"Bigger than all of the Earth’s land area combined,which of the world’s oceans is the largest?",PACIFIC
"What hit 1967 song features the lyric “Sock it to me,sock it to me,sock it to me,sock it to me”?",RESPECT
What U.S. state’s capital city is named after Revolutionary War hero Francis Nash?,TENNESSEE
What does the “C” stand for in the sports abbreviation NCAA?,COLLEGIATE
"In “The Matrix” film series, the character Neo was born with what first name?",THOMAS
What does the “P” stand for in the common financial abbreviation “APR”?,PERCENTAGE
"In the comic strip “Peanuts,” what character is typically surrounded by clouds of dirt and dust?",PIGPEN
"In “The Star-Spangled Banner,” the adjective “perilous” is used to describe what word?",FIGHT
"The popular lunch meat baloney,sometimes spelled bologna,takes its name from a city in what country?",ITALY
"According to a Benjamin Franklin quotation,nothing is “certain except” what “and taxes”?",DEATH
"In what U.S. state would you find Arches National Park,home to over 2,000 natural sandstone arches?",UTAH
The classic song “Chattanooga Choo Choo” immortalized a train station located in what Southern state?,TENNESSEE
The logo for the Goodyear tire company features the winged foot of what Roman god?,MERCURY
"In “Charlie and the Chocolate Factory,” the gum-chewing Violet Beauregarde turns into a giant what?",BLUEBERRY
"Each year since 1993, the coveted T.S. Eliot Prize has been awarded to a writer of what?",POETRY
The pop singer Fergie has what lesser-known first name?,STACY
"In 2010,what country saw its first official state visit by a pope since breaking with the Vatican in 1534?",ENGLAND
What fictional East Coast resort town is the setting for the 1975 movie “Jaws”?,AMITY
"When it is July in the U.S., what season is it in Argentina?",WINTER
"What does the “E” stand for in “NEA”,the government agency that provides funding for the arts?",ENDOWMENT
"In a 1971 hit song, Tom Jones sings, “Whoa, whoa, whoa!” “She’s a” what?",LADY
The U.S. government issues federal Stafford loans to help borrowers pay for what?,EDUCATION
"Prized for its silk-producing abilities,the silkworm is the larva of what type of insect?",MOTH
"Though he now makes his home in Dallas, NBA superstar Dirk Nowitzki hails from what foreign country?",GERMANY
"In the agency abbreviation “EEOC,” the first E stands for “equal” and the second stands for what?",EMPLOYMENT
What single word is California’s state motto?,EUREKA
"In a nod to its home state of Pennsylvania, the “Keystone State,” what brand’s products have “keystone-shaped” labels?",HEINZ
"In the climactic prom scene of the 1976 film “Carrie,” the title character is doused with the blood of what farm animal?",PIG
"In 1918, William L. Murphy invented a stow-away version of what piece of furniture?",BED
"When translated into English,which Shakira song title can describe someone infected with a serious medical condition?",RABIOSA
"In an emergency,which procedure can be performed with little more than a razor blade and a ballpoint pen?",TRACHEOTOMY
The United States of America is named after a famous what?,EXPLORER
"In “Highlights for Children” magazine,what character serves as Gallant’s ill-mannered counterpart?",GOOFUS
"A five-note melody– D flat,D flat,G,D flat,and A flat–is the famous jingle for what technology company?",INTEL
"Popular at high school proms, an “upto” is a type of what?",HAIRSTYLE
A nurse takes a person’s radial pulse by feeling what part of the body?,WRIST
What keyboard symbol’s name comes from a Greek word meaning “little star”?,ASTERISK
What country’s national anthem includes a version in the Inuktitut language for its Inuit population?,CANADA
Fela kuti is credited with creating what genre of “world music”?,AFROBEAT
"Directed by Jack Nicholson,”The Two Jakes” is the critically-panned sequel to what acclaimed film?",CHINATOWN
What is the primary occupation of the man whose official website address is jgrisham.com?,NOVELIST
"Chevre, Montrachet, and Bucheron are all cheeses primarily made from the milk of what animal?",GOAT
"As part of its 2009 bankruptcy plan,Chrysler agreed to form a partnership with what European automaker?",FIAT
"Inspired by the decor of the room where Nick Cannon proposed,in 2011 Mariah Carey named her baby boy what?",MOROCCAN
"One of the great ’90s fashion fads, “Zubaz” were brightly-colored what?",PANTS
Which of the following familiar words is derived from a Latin word that means “the meeting point of three ways”?,TRIVIA
"Coined in “Gulliver’s Travels,” what insult originally referred to a race of human savages who were ruled by horses?",YAHOO
"Made famous in the movie “Dracula,” Transylvania is a region of what country?",ROMANIA
"Named for the young star who popularized it,”The Bieber” is a style of what?",HAIRCUT
"Made popular by men in the 50s, what hairstyle is named after a French mistress from the 1700s?",POMPADOUR
"Edward Michael Grylls, rugged host of the Discovery Series “Man vs. Wild,” goes by what nickname?",BEAR
"On the New York Stock Exchange,what company uses the apt stock symbol “ZZ”?",SEALY
The wine-producing grape called Syrah in France is known by what other name in Australia?,SHIRAZ
"Marking the first day of Lent, observers of Ash Wednesday have ashes placed on what part of the body?",FOREHEAD
Which planet is often called the earth’s twin because it is nearly the same size in diameter?,VENUS
"Following suit with Princess Diana,Kate Middleton omitted what word from her wedding vows to Prince William?",OBEY
What brand’s Web Site urges visitors to “become an agent for the Wetness Protection Program”?,ARRID
"Winner of seventeen James Beard awards, “Saveur” magazine primarily covers what topic?",CUISINE
Merino wool comes from sheep originally native to what country?,SPAIN
"Whereas the back of a coin is called its “reverse,” the front side is technically known as what?",OBVERSE
"Santa Domingo and Port-au-Prince,the capitals of two separate countries,are both located on what island?",HISPANIOLA
A person is most likely to visit London’s Savile Row to shop for which of the following?,CLOTHING
"Perhaps best known in its computerized version,Klondike is a popular variety of what card game?",SOLITAIRE
"Meaning “to go for it all,” the phrase “shooting the moon” refers to a risky play in what card game?",HEARTS
"A Smithsonian exhibit features one of Celia Cruz’s “batas Cubanas”,which is a Cuban variety of what?",DRESS
"In 1884,brothers Al,Otto,Charles,John,and Alf Ringling founded a famous what in Baraboo,WI?",CIRCUS
"Meant to symbolize hard work and productivity,the beehive is the official emblem of what U.S. state?",UTAH
"What was the first James Bond movie to show 007 ordering a martini,”shaken,not stirred”?",GOLDFINGER
What part of the body is made up of about 100 billion neurons?,BRAIN
"The name of a song from the popular musical “The Sound of Music,” edelweiss is a type of what?",FLOWER
"In 2010, what country’s cultural minister banned mullets and ponytails for men as being “decadent”?",IRAN
Michael Jackson’s father shares his name with a famous baseball player who had what nickname?,SHOELESS
A muumuu is a loose-fitting dress traditionally worn where?,HAWAII
"Mensa,an organization for people with high IQs,has a name that means “stupid” in what language?",SPANISH
Drivers traversing the Golden Gate Bridge are afforded picturesque views of what famous island?,ALCATRAZ
"In the classic Mark Twain novel,Tom Sawyer lives in a small town located near what river?",MISSISSIPPI
A leghorn is a type of what animal?,CHICKEN
What is the less fierce-sounding given name of pro golfer Tiger Woods?,ELDRICK
"Familiar to viewers of Fox football broadcasts, the computer-animated mascot “Cleatus” is a what?",ROBOT
A major airport serving what U.S. city is named in honor of mayors William Berry Hartsfield and Maynard Jackson?,ATLANTA
The TV series “Ugly Betty” is set at the offices of what fictional “Vogue-like” magazine?,MODE
"When TV advertisers refer to the all-important “18-49 demo,” “demo” stands for what?",DEMOGRAPHIC
"In 2010,Barbara Walters joked she chose a cow valve for her heart surgery over one from what non-kosher animal?",PIG
Members of Gideon International are best known for their distribution of what items in hotel rooms?,BIBLES
A clarsach–a traditional Irish musical instrument–is a kind of what?,HARP
"Mainly mined in Pakistan,the chunky rock salt known as Himalayan salt typically has what distinctive hue?",PINK
"In a 2006 hit single,Justin Timberlake repeatedly claims to be “bringing” what “back”?",SEXY
Author and etiquette guru Judith Martin writes a newspaper column under the pen name “Miss” what?,MANNERS
"Each year, the Bram Stoke awards are presented to writers of what literary genre?",HORROR
People traveling abroad often use GSM cell phones that use what “System for Mobile Communications”?,GLOBAL
Children put Shrinky Dinks into what in order to make them shrink?,OVEN
Super-bowl winning coach Jimmy Johnson made his debut on what reality TV show in 2010?,SURVIVOR
"In 2011,FOX announced plans to remake what immensely popular Carl Sagan-hosted science series from 1980?",COSMOS
"According to myth,what country’s capital was founded by the twins Romulus and Remus?",ITALY
"Originating in Turkey, sultanas are a flavorful variety of what food?",RAISINS
"Appropriately, “Family Guy” father Peter Griffin’s middle name is Lowenbrau,a popular ’80s brand of what?",BEER
What U.S. state’s capital was named after “the Most Holy Sacrament of the Body and blood of Christ”?,CALIFORNIA
"Substituting basketball for battle,the musical Lysistrata Jones is an adaptation of an ancient Greek play by whom?",ARISTOPHANES
"Based on the childrens’ books, the main characters of the Nick Jr TV show “Olivia” are what animals?",PIGS
"Matching the guardsmen’s tunics at Buckingham Palace,British telephone booths are traditionally what color?",RED
"In the Broadway musical “Cats,” costumed actors romp around a set designed to look like a what?",JUNKYARD
"Appearing in over 2600 periodicals around the globe, what is the world’s most widely syndicated comic strip?",GARFIELD
A “potbelly” is an old-fashioned type of what household appliance?,STOVE
"Introduced in 1979,Croakies were designed to prevent people from losing what fashion accessory?",GLASSES
What U.S. state’s history of mining has earned it the nickname “The Silver State”?,NEVADA
"Attempting to liken the phone to a newborn baby,the engineer who sent the first text message in the U.S. wrote what?",BURP
What vegetable’s name is an answer to the common riddle “What has eyes but cannot see”?,POTATO
"Best known for her political website “The Huffington Post,” Arianna Huffington hails from what country?",GREECE
"If you have four shirts and three pairs of pants, how many unique ensembles can you put together?",TWELVE
"Said to be invented by British officers in India in the 1800s, snooker is a form of what game?",BILLIARDS
"Launched in 2010, Cupidtino is an online dating site that connects fans of what company’s products?",APPLE
"The 2006 movie “Dreamgirls” stars what pop singer as Deena Jones,the leader of a 1960s soul trio?",BEYONCE
"Before its country suffered a 15-year civil war, what city was known as “The Paris of the Middle East”?",BEIRUT
Which of the following words is spelled inCORRECTly?,OCCURENCE
"Because the American “r” sound is rarely pronounced, in what country is Ronald McDonald called “Donald McDonald?”",JAPAN
"In TV slang,a “zitcom” is a comedy series targeting what audience group?",TEENS
"Practiced by samurai in feudal Japan,tessenjutsu is a martial art utilizing what seemingly feminine item as a weapon?",FAN
What kind of food is produced in an apiary?,HONEY
"According to a well-known nursery rhyme,”Wednesday’s child is full of” what?",WOE
"Famous for his attempts to predict the future,16th-century physician Nostradamus hailed from what country?",FRANCE
"Featuring Betty White,what organization launched its irrelevant “Get Over It!” ad campaign in 2011?",AARP
"A common site for piercings, the auricle is a cartilaginous region located where on the body?",EAR
"Because it was the highest point on the Ohio & Erie Canal,what city’s name derives from the Greek word for “high place”?",AKRON
What comedy movie once inspired a line of T-shirts bearing the boastful slogan “I am McLovin”?,SUPERBAD
"According to the Association for Dressings and Sauces, what is the most popular salad dressing in the U.S.?",RANCH
"Responsible for “artist and repertoire,” an A & R person is a powerful figure in what industry?",MUSIC
"Thanks to the availability of both silk and bamboo, the kite was invented in what country?",CHINA
"A famous passage from the Bible,the Twenty-third Psalm begins with the line “The Lord is my” what?",SHEPHERD
"In “27 Dresses,” Katherine Heigl’s character obtains 27 dresses by repeatedly serving as a what?",BRIDESMAID
"Made with eggs and lemon juice, avgolemono is a traditional soup from what country?",GREECE
"In the classic folk song “On Top of Old Smoky,” what is “Old Smoky”?",Mountain
"Engineered by scientists, the broccoflower is what type of edible?",VEGETABLE
"Scandalous at the time,what was the first ballroom dance to feature couples facing each other in a “closed hold” position?",WALTZ
"What was the subject of a 1964 decision in which Justice Potter Stewart wrote, “I know it when I see it”?",OBSCENITY
President Obama’s speechwriter Jon Favreau happens to share his name with the writer of what popular film?,SWINGERS
"A famous auto racing venue,the Bonneville Salt Flats occupy over 30,000 acres of what U.S. state?",UTAH
"Grown and cultivated from the Yerba mate plant,mate is a South American variety of what beverage?",TEA
"In what horror film does a disturbed romance novel enthusiast repeatedly gush, “I am your number one fan”?",MISERY
"When decorating a Christmas Tree,most experts would reccomend adding what first?",LIGHTS
An iconic 1964 painting by Rene Magritte depicts a businessman in a bowler hat who face is obscured by a what?,APPLE
"When used as a verb,the name of what vital organ becomes a word meaning “to tolerate”?",STOMACH
"In 1969, the Apollo 11 lunar module landed on a region of the moon named “Sea of” what?",TRANQUILITY
"Other than Antarctica, what continent has the smallest population?",AUSTRALIA
"Usually referred to by his first name,the Renaissance artist Michelangelo had what surname?",BUONARROTI
"For reasons that should be clear to math enthusiasts,April 16th is the official “holiday” of what popular website?",FOURSQUARE
In what part of the house would you find treads and risers?,STAIRCASE
"According to company estimates, about 25% of Filet-O-Fish sandwiches are sold during what?",LENT
"In a nod to the bird depicted on its face, the dollar coin of Canada is affectionately known as what?",LOONIE
"In the act that incited WWI,Serbian Gavrilo Princip assassinated Archduke Franz Ferdinand in 1914 in what city?",SARAJEVO
"Famous for its 18th-century architecture,the historic neighborhood “Society Hill” lies in what city?",PHILADELPHIA
Sapporo is a major city of what Asian country?,JAPAN
"Mostly covered in desert and prone to droughts,what country does the word for “rain” also mean “blessing”?",BOTSWANA
"A common palindrome begins “A man,a plan,a canal” and ends with what country’s name?",PANAMA
What cable network broadcasts a popular annual week of programming known as “Shark Week”?,DISCOVERY
Two words that have directly opposite meanings are called what?,ANTONYMS
What part of a suit of armor is a gauntlet?,GLOVE
Labels bearing the Latin phrase “Ex Libris” are traditionally used to identify the owners of what items?,BOOKS
"A traditional food for the Japanese New Year,mochi is a cake primarily made of what ingredient?",RICE
"Despite its name, which of the following is an actual type of meat?",SWEETBREAD
"What race’s last place finisher receives a red lantern,supposedly to help light the way home at night?",IDITAROD
"According to a 2012 report by Forbes,what country counts 96 billionaires among its citizens,second only to the U.S.?",RUSSIA
A Spanish speaker in the U.S. who is celebrating “El Dia de Accion de Gracias” is celebrating what holiday?,THANKSGIVING
"Composed by Johann Strauss, one of the world’s most famous waltzes is called “Blue” what?",DANUBE
"Jeans get their name from the French word for what European city,where the first denim trousers were made?",GENOA
"If it were an actual pole,the axis around which the Earth spins would pass through what continent?",ANTARCTICA
Which of the following is not a word?,EMMANENT
"In the board game Risk,what continent has the most territories for a player to occupy?",ASIA
Logophobia is an irrational fear of what?,WORDS
A famous series of silent movies features a gang of slapstick comedians called the “Keystone” what?,KOPS
Sugar magnate Henry Tate is the founder and namesake of a noted art gallery located in what city?,LONDON
"Because they lack extra strokes on their letters, fonts like “Arial” and “Helvetica” are called “sans” what?",SERIF
The name of what basic component in nature is derived from a Greek term meaning “indivisible”?,ATOM
"Boasting more than 70% of the state’s people,which of the Hawaiian Islands is the most populated?",OAHU
Members of Gideons International are best known for their distribution of what items in hotel rooms?,BIBLES
"In 1872,an act of Congress established what as America’s first official national park?",YELLOWSTONE
Cartoon character SpongeBob SquarePants has what distinctive physical characteristic?,BUCKTEETH
The Washington Monument was modeled after the obelisks built by what ancient empire?,EGYPTIAN
"The Obama girls attend Sidwell Friends, a D.C. school founded by a member of what religious group?",QUAKER
What business was known as the Harold Company before it took the name of its most famous product?,XEROX
Marilyn Monroe sings out “Tiffany’s!” and “Cartier!” in a famous ditty that claims that what are “A Girl’s Best Friend”?,DIAMONDS
"Though a single issue costs $5.95, what weekly magazine was sold in its entirety in 2010 for only $1",NEWSWEEK
A “face mask” is a common penalty in what sport?,FOOTBALL
"The name of a popular menu item at Taco Bell, “gordita” is a Spanish word that literally means what?",FATTY
Which of the following words was spelled backwards in the movie and novel “The Shining”?,MURDER
Natives of what country traditionally have a last name that combines their father’s first name with either “son” or “dottir”?,ICELAND
The practice of tightly wrapping an infant with blankets to prevent the movement of limbs is known as what?,SWADDLING
"Named for a famous poet, Pushkin Square is a busy intersection in what world city?",MOSCOW
"Pectin,a water-soluble carbohydrate,is an important ingredient in which of the following?",JELLY
"Mentioned in the lyrics of “The Star-Spangled Banner,” a rampart is a what?",BARRICADE
